Datetime,Close,High,Low,Open,Volume
,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
2025-01-22 04:00:00+00:00,23103.25,23125.75,23051.099609375,23083.0,0
2025-01-22 04:30:00+00:00,23105.25,23117.5,23073.75,23102.05078125,0
2025-01-22 05:00:00+00:00,23095.5,23144.0,23073.5,23104.94921875,0
2025-01-22 05:30:00+00:00,23067.44921875,23103.900390625,23050.80078125,23095.099609375,0
2025-01-22 06:00:00+00:00,23035.30078125,23079.400390625,23030.44921875,23066.900390625,0
2025-01-22 06:30:00+00:00,23013.400390625,23050.849609375,22990.19921875,23034.55078125,0
2025-01-22 07:00:00+00:00,23017.94921875,23047.349609375,23007.150390625,23013.0,0
2025-01-22 07:30:00+00:00,23005.30078125,23045.19921875,22995.44921875,23019.150390625,0
2025-01-22 08:00:00+00:00,23016.5,23030.05078125,22981.44921875,23005.75,0
2025-01-22 08:30:00+00:00,23118.900390625,23126.30078125,22993.30078125,23016.30078125,0
2025-01-22 09:00:00+00:00,23159.400390625,23160.5,23087.5,23118.349609375,0
2025-01-22 09:30:00+00:00,23161.75,23169.349609375,23138.150390625,23159.19921875,0
2025-01-23 04:00:00+00:00,23202.69921875,23220.150390625,23103.0,23107.150390625,0
2025-01-23 04:30:00+00:00,23240.0,23240.94921875,23188.349609375,23203.30078125,0
2025-01-23 05:00:00+00:00,23211.099609375,23245.900390625,23202.5,23240.400390625,0
2025-01-23 05:30:00+00:00,23225.900390625,23232.55078125,23205.349609375,23211.900390625,0
2025-01-23 06:00:00+00:00,23217.400390625,23238.599609375,23201.05078125,23225.19921875,0
2025-01-23 06:30:00+00:00,23252.349609375,23259.94921875,23212.25,23217.599609375,0
2025-01-23 07:00:00+00:00,23245.55078125,23269.19921875,23232.099609375,23252.05078125,0
2025-01-23 07:30:00+00:00,23243.80078125,23251.099609375,23236.30078125,23245.599609375,0
2025-01-23 08:00:00+00:00,23251.55078125,23256.650390625,23229.900390625,23242.30078125,0
2025-01-23 08:30:00+00:00,23224.900390625,23254.55078125,23215.400390625,23250.900390625,0
2025-01-23 09:00:00+00:00,23213.349609375,23243.900390625,23201.0,23224.75,0
2025-01-23 09:30:00+00:00,23217.849609375,23220.650390625,23191.69921875,23213.849609375,0
2025-01-24 04:00:00+00:00,23145.849609375,23247.900390625,23144.349609375,23235.25,0
2025-01-24 04:30:00+00:00,23183.05078125,23210.80078125,23103.5,23144.25,0
2025-01-24 05:00:00+00:00,23221.19921875,23227.099609375,23170.0,23182.0,0
2025-01-24 05:30:00+00:00,23278.55078125,23289.19921875,23214.900390625,23220.400390625,0
2025-01-24 06:00:00+00:00,23323.75,23347.099609375,23269.349609375,23278.05078125,0
2025-01-24 06:30:00+00:00,23295.5,23331.30078125,23288.75,23323.349609375,0
2025-01-24 07:00:00+00:00,23219.650390625,23296.900390625,23195.80078125,23294.150390625,0
2025-01-24 07:30:00+00:00,23193.900390625,23228.099609375,23164.849609375,23218.30078125,0
2025-01-24 08:00:00+00:00,23175.25,23198.05078125,23141.69921875,23194.849609375,0
2025-01-24 08:30:00+00:00,23138.849609375,23213.75,23120.80078125,23172.80078125,0
2025-01-24 09:00:00+00:00,23078.5,23168.599609375,23050.94921875,23139.599609375,0
2025-01-24 09:30:00+00:00,23090.349609375,23105.55078125,23066.80078125,23079.349609375,0
2025-01-27 04:00:00+00:00,22967.25,23007.05078125,22948.099609375,22967.55078125,0
2025-01-27 04:30:00+00:00,22854.30078125,22999.150390625,22854.30078125,22967.25,0
2025-01-27 05:00:00+00:00,22846.55078125,22886.650390625,22827.19921875,22854.5,0
2025-01-27 05:30:00+00:00,22894.5,22903.5,22840.94921875,22847.25,0
2025-01-27 06:00:00+00:00,22906.5,22912.900390625,22856.25,22895.25,0
2025-01-27 06:30:00+00:00,22936.25,22943.69921875,22867.0,22907.44921875,0
2025-01-27 07:00:00+00:00,22862.75,22938.94921875,22840.55078125,22935.849609375,0
2025-01-27 07:30:00+00:00,22846.44921875,22892.349609375,22840.69921875,22862.80078125,0
2025-01-27 08:00:00+00:00,22860.349609375,22878.599609375,22827.94921875,22845.75,0
2025-01-27 08:30:00+00:00,22834.05078125,22861.099609375,22822.44921875,22860.349609375,0
2025-01-27 09:00:00+00:00,22825.55078125,22834.599609375,22790.30078125,22834.099609375,0
2025-01-27 09:30:00+00:00,22816.849609375,22843.30078125,22814.349609375,22826.150390625,0
2025-01-28 04:00:00+00:00,22892.0,22918.400390625,22860.30078125,22908.80078125,0
2025-01-28 04:30:00+00:00,22906.69921875,22930.349609375,22858.650390625,22894.400390625,0
2025-01-28 05:00:00+00:00,22897.5,22918.849609375,22873.44921875,22906.5,0
2025-01-28 05:30:00+00:00,22971.19921875,22985.94921875,22892.94921875,22897.150390625,0
2025-01-28 06:00:00+00:00,22995.150390625,23033.30078125,22957.849609375,22971.150390625,0
2025-01-28 06:30:00+00:00,23008.69921875,23049.0,22988.400390625,22994.900390625,0
2025-01-28 07:00:00+00:00,23045.0,23053.25,22999.099609375,23007.55078125,0
2025-01-28 07:30:00+00:00,23026.150390625,23073.75,23026.150390625,23044.75,0
2025-01-28 08:00:00+00:00,23057.650390625,23065.0,23021.75,23026.650390625,0
2025-01-28 08:30:00+00:00,23116.5,23123.150390625,23043.19921875,23057.349609375,0
2025-01-28 09:00:00+00:00,22987.599609375,23137.44921875,22956.94921875,23116.0,0
2025-01-28 09:30:00+00:00,22976.30078125,22990.75,22909.25,22989.75,0
2025-01-29 04:00:00+00:00,23056.69921875,23069.75,22978.150390625,22988.0,0
2025-01-29 04:30:00+00:00,23095.25,23105.650390625,23047.30078125,23056.44921875,0
2025-01-29 05:00:00+00:00,23122.849609375,23125.5,23068.25,23094.55078125,0
2025-01-29 05:30:00+00:00,23066.44921875,23123.94921875,22984.150390625,23122.75,0
2025-01-29 06:00:00+00:00,23112.69921875,23128.150390625,23066.80078125,23066.80078125,0
2025-01-29 06:30:00+00:00,23135.900390625,23168.05078125,23098.05078125,23111.5,0
2025-01-29 07:00:00+00:00,23122.349609375,23149.900390625,23112.650390625,23135.55078125,0
2025-01-29 07:30:00+00:00,23162.94921875,23166.849609375,23086.55078125,23122.400390625,0
2025-01-29 08:00:00+00:00,23158.30078125,23169.599609375,23136.75,23163.150390625,0
2025-01-29 08:30:00+00:00,23142.69921875,23181.0,23126.30078125,23158.099609375,0
2025-01-29 09:00:00+00:00,23138.80078125,23149.650390625,23115.099609375,23142.69921875,0
2025-01-29 09:30:00+00:00,23176.19921875,23182.69921875,23132.150390625,23140.650390625,0
2025-01-30 04:00:00+00:00,23230.5,23233.94921875,23166.25,23169.0,0
2025-01-30 04:30:00+00:00,23300.5,23305.5,23227.25,23230.650390625,0
2025-01-30 05:00:00+00:00,23246.849609375,23310.849609375,23235.900390625,23302.44921875,0
2025-01-30 05:30:00+00:00,23265.94921875,23301.0,23224.0,23247.349609375,0
2025-01-30 06:00:00+00:00,23266.94921875,23287.650390625,23228.05078125,23267.55078125,0
2025-01-30 06:30:00+00:00,23273.150390625,23288.55078125,23229.69921875,23268.05078125,0
2025-01-30 07:00:00+00:00,23261.849609375,23289.900390625,23249.599609375,23273.900390625,0
2025-01-30 07:30:00+00:00,23223.599609375,23279.75,23219.599609375,23262.05078125,0
2025-01-30 08:00:00+00:00,23191.69921875,23239.400390625,23173.75,23223.900390625,0
2025-01-30 08:30:00+00:00,23164.849609375,23199.900390625,23141.900390625,23190.349609375,0
2025-01-30 09:00:00+00:00,23192.150390625,23205.69921875,23139.94921875,23163.599609375,0
2025-01-30 09:30:00+00:00,23297.94921875,23318.75,23182.900390625,23192.349609375,0
2025-01-31 04:00:00+00:00,23389.5,23395.349609375,23295.650390625,23325.349609375,0
2025-01-31 04:30:00+00:00,23390.19921875,23403.30078125,23314.80078125,23390.099609375,0
2025-01-31 05:00:00+00:00,23430.80078125,23430.80078125,23388.400390625,23389.80078125,0
2025-01-31 05:30:00+00:00,23403.44921875,23448.25,23403.44921875,23430.69921875,0
2025-01-31 06:00:00+00:00,23431.55078125,23432.599609375,23388.44921875,23403.650390625,0
2025-01-31 06:30:00+00:00,23434.849609375,23449.05078125,23422.25,23431.849609375,0
2025-01-31 07:00:00+00:00,23480.849609375,23484.849609375,23433.0,23434.69921875,0
2025-01-31 07:30:00+00:00,23522.5,23525.55078125,23463.599609375,23480.349609375,0
2025-01-31 08:00:00+00:00,23481.80078125,23530.650390625,23478.44921875,23521.80078125,0
2025-01-31 08:30:00+00:00,23444.5,23484.849609375,23422.599609375,23482.69921875,0
2025-01-31 09:00:00+00:00,23494.150390625,23501.099609375,23432.099609375,23443.30078125,0
2025-01-31 09:30:00+00:00,23533.849609375,23546.400390625,23478.650390625,23493.55078125,0
2025-02-01 04:00:00+00:00,23560.650390625,23589.5,23506.19921875,23510.05078125,0
2025-02-01 04:30:00+00:00,23568.30078125,23588.05078125,23549.099609375,23558.05078125,0
2025-02-01 05:00:00+00:00,23590.5,23601.94921875,23560.05078125,23568.099609375,0
2025-02-01 05:30:00+00:00,23599.5,23604.150390625,23530.80078125,23589.900390625,0
2025-02-01 06:00:00+00:00,23425.80078125,23632.349609375,23364.099609375,23599.25,0
2025-02-01 06:30:00+00:00,23449.44921875,23567.349609375,23389.69921875,23424.25,0
2025-02-01 07:00:00+00:00,23421.650390625,23471.650390625,23346.55078125,23451.05078125,0
2025-02-01 07:30:00+00:00,23442.099609375,23457.849609375,23323.099609375,23421.5,0
2025-02-01 08:00:00+00:00,23495.25,23513.650390625,23424.44921875,23442.44921875,0
2025-02-01 08:30:00+00:00,23533.94921875,23547.94921875,23476.900390625,23495.150390625,0
2025-02-01 09:00:00+00:00,23506.0,23537.599609375,23454.94921875,23534.05078125,0
2025-02-01 09:30:00+00:00,23495.30078125,23515.80078125,23463.349609375,23508.849609375,0
2025-02-03 04:00:00+00:00,23246.55078125,23343.849609375,23222.55078125,23334.19921875,0
2025-02-03 04:30:00+00:00,23282.099609375,23285.44921875,23238.30078125,23248.80078125,0
2025-02-03 05:00:00+00:00,23317.55078125,23324.849609375,23270.05078125,23282.0,0
2025-02-03 05:30:00+00:00,23290.5,23338.599609375,23285.94921875,23318.0,0
2025-02-03 06:00:00+00:00,23281.349609375,23293.75,23253.099609375,23289.94921875,0
2025-02-03 06:30:00+00:00,23288.599609375,23306.30078125,23269.650390625,23281.25,0
2025-02-03 07:00:00+00:00,23281.05078125,23295.400390625,23258.05078125,23288.75,0
2025-02-03 07:30:00+00:00,23331.69921875,23368.94921875,23276.349609375,23282.849609375,0
2025-02-03 08:00:00+00:00,23325.55078125,23362.599609375,23306.349609375,23332.849609375,0
2025-02-03 08:30:00+00:00,23361.05078125,23364.400390625,23324.349609375,23326.80078125,0
2025-02-03 09:00:00+00:00,23355.05078125,23364.80078125,23327.0,23361.80078125,0
2025-02-03 09:30:00+00:00,23359.69921875,23381.349609375,23349.400390625,23354.349609375,0
2025-02-04 04:00:00+00:00,23557.94921875,23581.69921875,23482.69921875,23514.099609375,0
2025-02-04 04:30:00+00:00,23500.94921875,23573.349609375,23484.400390625,23557.75,0
2025-02-04 05:00:00+00:00,23466.55078125,23511.94921875,23424.55078125,23501.599609375,0
2025-02-04 05:30:00+00:00,23529.19921875,23551.44921875,23460.75,23466.849609375,0
2025-02-04 06:00:00+00:00,23546.25,23616.400390625,23527.900390625,23528.19921875,0
2025-02-04 06:30:00+00:00,23577.599609375,23594.099609375,23527.25,23547.44921875,0
2025-02-04 07:00:00+00:00,23619.05078125,23631.099609375,23575.75,23577.75,0
2025-02-04 07:30:00+00:00,23649.5,23659.099609375,23580.80078125,23619.94921875,0
2025-02-04 08:00:00+00:00,23679.94921875,23712.5,23641.849609375,23650.55078125,0
2025-02-04 08:30:00+00:00,23647.05078125,23695.05078125,23627.25,23680.30078125,0
2025-02-04 09:00:00+00:00,23748.75,23751.400390625,23642.94921875,23647.69921875,0
2025-02-04 09:30:00+00:00,23707.69921875,23761.900390625,23697.05078125,23749.900390625,0
2025-02-05 04:00:00+00:00,23753.75,23799.94921875,23741.0,23764.099609375,0
2025-02-05 04:30:00+00:00,23774.900390625,23774.900390625,23726.55078125,23754.150390625,0
2025-02-05 05:00:00+00:00,23757.099609375,23786.30078125,23752.150390625,23774.349609375,0
2025-02-05 05:30:00+00:00,23751.599609375,23770.349609375,23713.650390625,23756.849609375,0
2025-02-05 06:00:00+00:00,23741.55078125,23759.0,23736.349609375,23751.25,0
2025-02-05 06:30:00+00:00,23738.650390625,23753.849609375,23724.400390625,23741.25,0
2025-02-05 07:00:00+00:00,23723.650390625,23743.25,23715.0,23738.44921875,0
2025-02-05 07:30:00+00:00,23749.55078125,23760.69921875,23712.55078125,23722.05078125,0
2025-02-05 08:00:00+00:00,23770.099609375,23774.5,23732.05078125,23749.30078125,0
2025-02-05 08:30:00+00:00,23736.599609375,23771.099609375,23731.94921875,23770.69921875,0
2025-02-05 09:00:00+00:00,23730.5,23752.900390625,23720.5,23737.25,0
2025-02-05 09:30:00+00:00,23685.099609375,23731.25,23680.650390625,23730.25,0
2025-02-06 04:00:00+00:00,23640.599609375,23700.69921875,23625.0,23699.05078125,0
2025-02-06 04:30:00+00:00,23632.900390625,23661.900390625,23619.849609375,23638.25,0
2025-02-06 05:00:00+00:00,23641.75,23656.900390625,23626.55078125,23633.099609375,0
2025-02-06 05:30:00+00:00,23605.900390625,23648.75,23597.150390625,23642.0,0
2025-02-06 06:00:00+00:00,23608.400390625,23626.5,23594.599609375,23605.80078125,0
2025-02-06 06:30:00+00:00,23613.849609375,23629.25,23608.150390625,23608.849609375,0
2025-02-06 07:00:00+00:00,23581.69921875,23615.599609375,23576.0,23613.55078125,0
2025-02-06 07:30:00+00:00,23594.69921875,23603.75,23579.05078125,23581.69921875,0
2025-02-06 08:00:00+00:00,23580.099609375,23600.150390625,23562.55078125,23595.0,0
2025-02-06 08:30:00+00:00,23574.0,23596.900390625,23567.099609375,23580.400390625,0
2025-02-06 09:00:00+00:00,23580.94921875,23583.55078125,23556.400390625,23574.150390625,0
2025-02-06 09:30:00+00:00,23628.05078125,23633.69921875,23578.349609375,23581.69921875,0
2025-02-07 04:00:00+00:00,23605.349609375,23616.19921875,23580.55078125,23593.150390625,0
2025-02-07 04:30:00+00:00,23536.599609375,23664.099609375,23493.94921875,23606.55078125,0
2025-02-07 05:00:00+00:00,23613.19921875,23613.19921875,23523.05078125,23536.19921875,0
2025-02-07 05:30:00+00:00,23681.25,23687.75,23608.349609375,23611.900390625,0
2025-02-07 06:00:00+00:00,23646.599609375,23694.19921875,23644.099609375,23681.94921875,0
2025-02-07 06:30:00+00:00,23593.55078125,23653.44921875,23567.400390625,23647.0,0
2025-02-07 07:00:00+00:00,23557.349609375,23610.55078125,23550.25,23593.19921875,0
2025-02-07 07:30:00+00:00,23567.69921875,23579.94921875,23537.650390625,23555.69921875,0
2025-02-07 08:00:00+00:00,23511.25,23591.5,23488.55078125,23567.400390625,0
2025-02-07 08:30:00+00:00,23466.94921875,23530.05078125,23444.25,23510.75,0
2025-02-07 09:00:00+00:00,23490.30078125,23495.19921875,23450.25,23467.0,0
2025-02-07 09:30:00+00:00,23563.150390625,23591.25,23490.30078125,23490.80078125,0
2025-02-10 04:00:00+00:00,23445.900390625,23477.05078125,23403.849609375,23473.599609375,0
2025-02-10 04:30:00+00:00,23385.55078125,23461.400390625,23357.900390625,23446.099609375,0
2025-02-10 05:00:00+00:00,23395.30078125,23406.150390625,23363.900390625,23385.19921875,0
2025-02-10 05:30:00+00:00,23392.150390625,23403.30078125,23371.349609375,23394.94921875,0
2025-02-10 06:00:00+00:00,23364.400390625,23401.650390625,23363.900390625,23391.69921875,0
2025-02-10 06:30:00+00:00,23365.599609375,23371.25,23338.55078125,23364.400390625,0
2025-02-10 07:00:00+00:00,23351.05078125,23370.650390625,23342.650390625,23365.5,0
2025-02-10 07:30:00+00:00,23351.94921875,23359.25,23325.150390625,23351.150390625,0
2025-02-10 08:00:00+00:00,23360.0,23377.0,23317.80078125,23351.650390625,0
2025-02-10 08:30:00+00:00,23338.75,23361.900390625,23317.5,23359.849609375,0
2025-02-10 09:00:00+00:00,23400.400390625,23401.0,23337.349609375,23338.599609375,0
2025-02-10 09:30:00+00:00,23376.05078125,23409.900390625,23370.849609375,23400.900390625,0
2025-02-11 04:00:00+00:00,23304.849609375,23351.75,23286.44921875,23314.19921875,0
2025-02-11 04:30:00+00:00,23287.05078125,23311.25,23261.44921875,23304.099609375,0
2025-02-11 05:00:00+00:00,23272.44921875,23292.0,23251.0,23289.0,0
2025-02-11 05:30:00+00:00,23259.55078125,23301.75,23259.5,23272.44921875,0
2025-02-11 06:00:00+00:00,23248.94921875,23272.150390625,23245.849609375,23259.80078125,0
2025-02-11 06:30:00+00:00,23245.94921875,23261.400390625,23238.44921875,23249.150390625,0
2025-02-11 07:00:00+00:00,23184.900390625,23246.80078125,23177.94921875,23246.19921875,0
2025-02-11 07:30:00+00:00,23042.69921875,23184.900390625,23023.150390625,23184.900390625,0
2025-02-11 08:00:00+00:00,23043.849609375,23083.69921875,23023.55078125,23043.099609375,0
2025-02-11 08:30:00+00:00,23018.5,23054.94921875,22986.80078125,23043.5,0
2025-02-11 09:00:00+00:00,23055.349609375,23118.400390625,23009.599609375,23018.30078125,0
2025-02-11 09:30:00+00:00,23068.55078125,23086.849609375,23053.650390625,23055.75,0
2025-02-12 04:00:00+00:00,22840.75,22986.400390625,22829.150390625,22978.849609375,0
2025-02-12 04:30:00+00:00,22857.849609375,22880.30078125,22799.349609375,22840.150390625,0
2025-02-12 05:00:00+00:00,22923.05078125,22954.44921875,22850.150390625,22857.400390625,0
2025-02-12 05:30:00+00:00,22928.19921875,22944.80078125,22872.19921875,22923.25,0
2025-02-12 06:00:00+00:00,23051.0,23077.400390625,22895.900390625,22926.900390625,0
2025-02-12 06:30:00+00:00,23016.80078125,23072.94921875,22997.30078125,23051.30078125,0
2025-02-12 07:00:00+00:00,23074.900390625,23110.5,23017.05078125,23017.05078125,0
2025-02-12 07:30:00+00:00,23120.80078125,23126.349609375,23051.69921875,23074.30078125,0
2025-02-12 08:00:00+00:00,23001.30078125,23144.5,22997.69921875,23121.099609375,0
2025-02-12 08:30:00+00:00,22998.25,23031.19921875,22964.55078125,23002.25,0
2025-02-12 09:00:00+00:00,22989.44921875,23009.349609375,22956.650390625,22998.5,0
2025-02-12 09:30:00+00:00,23057.80078125,23063.19921875,22988.69921875,22988.69921875,0
2025-02-13 04:00:00+00:00,23173.94921875,23189.5,23024.55078125,23024.900390625,0
2025-02-13 04:30:00+00:00,23147.400390625,23192.0,23131.75,23176.5,0
2025-02-13 05:00:00+00:00,23176.55078125,23208.900390625,23138.55078125,23147.44921875,0
2025-02-13 05:30:00+00:00,23196.900390625,23205.0,23159.400390625,23177.0,0
2025-02-13 06:00:00+00:00,23220.849609375,23235.19921875,23193.75,23197.0,0
2025-02-13 06:30:00+00:00,23195.099609375,23225.80078125,23183.19921875,23220.75,0
2025-02-13 07:00:00+00:00,23190.19921875,23206.849609375,23176.150390625,23195.75,0
2025-02-13 07:30:00+00:00,23151.05078125,23200.650390625,23131.849609375,23191.150390625,0
2025-02-13 08:00:00+00:00,23077.900390625,23153.5,23043.599609375,23150.80078125,0
2025-02-13 08:30:00+00:00,23056.599609375,23102.0,23032.69921875,23079.599609375,0
2025-02-13 09:00:00+00:00,23050.849609375,23056.80078125,23004.69921875,23056.75,0
2025-02-13 09:30:00+00:00,23019.400390625,23063.80078125,23014.400390625,23052.150390625,0
2025-02-14 04:00:00+00:00,23051.05078125,23074.400390625,23007.30078125,23027.19921875,0
2025-02-14 04:30:00+00:00,23032.650390625,23094.349609375,23031.19921875,23050.5,0
2025-02-14 05:00:00+00:00,22912.19921875,23045.55078125,22886.150390625,23033.05078125,0
2025-02-14 05:30:00+00:00,22854.80078125,22919.599609375,22843.349609375,22912.0,0
2025-02-14 06:00:00+00:00,22918.69921875,22922.349609375,22846.05078125,22854.55078125,0
2025-02-14 06:30:00+00:00,22847.69921875,22921.94921875,22815.25,22919.44921875,0
2025-02-14 07:00:00+00:00,22802.69921875,22866.94921875,22801.69921875,22847.400390625,0
2025-02-14 07:30:00+00:00,22839.0,22850.150390625,22775.5,22803.400390625,0
2025-02-14 08:00:00+00:00,22791.94921875,22845.05078125,22785.599609375,22838.94921875,0
2025-02-14 08:30:00+00:00,22860.44921875,22876.849609375,22775.94921875,22792.0,0
2025-02-14 09:00:00+00:00,22937.94921875,22966.44921875,22853.349609375,22859.94921875,0
2025-02-14 09:30:00+00:00,22897.25,22958.94921875,22895.849609375,22938.69921875,0
2025-02-17 04:00:00+00:00,22771.19921875,22839.44921875,22740.19921875,22830.349609375,0
2025-02-17 04:30:00+00:00,22827.30078125,22827.849609375,22744.0,22770.80078125,0
2025-02-17 05:00:00+00:00,22877.5,22926.349609375,22814.19921875,22826.94921875,0
2025-02-17 05:30:00+00:00,22840.099609375,22894.94921875,22797.25,22879.05078125,0
2025-02-17 06:00:00+00:00,22862.349609375,22868.400390625,22819.599609375,22838.80078125,0
2025-02-17 06:30:00+00:00,22819.80078125,22889.5,22796.19921875,22863.0,0
2025-02-17 07:00:00+00:00,22880.44921875,22882.19921875,22809.849609375,22819.75,0
2025-02-17 07:30:00+00:00,22861.30078125,22899.80078125,22834.099609375,22880.30078125,0
2025-02-17 08:00:00+00:00,22898.80078125,22959.099609375,22859.650390625,22861.349609375,0
2025-02-17 08:30:00+00:00,22915.44921875,22934.05078125,22876.75,22900.349609375,0
2025-02-17 09:00:00+00:00,22939.0,22949.94921875,22883.30078125,22914.900390625,0
